total_inference_time_s,avg_batch_time_s,samples_per_second,emissions_kg_co2,accuracy,f1_score_weighted,precision_weighted,recall_weighted,avg_peak_memory_gb,total_samples
2.3238747119903564,0.03688690019032312,429.02485011598907,0.0005570744633417501,0.794383149448345,0.7855106845363797,0.7782305782409635,0.794383149448345,1.065941121843126,997
