total_inference_time_s,avg_batch_time_s,samples_per_second,emissions_kg_co2,overall_precision,overall_recall,overall_f1,overall_accuracy,avg_peak_memory_gb,total_samples
1.3267912864685059,0.016794826410993745,946.644745718123,0.001439209171904287,0.11779216774591428,0.2579338284942606,0.16172734970364097,0.45830301266191237,0.9828091693829887,1256
