total_inference_time_s,avg_batch_time_s,samples_per_second,emissions_kg_co2,accuracy,f1_score_weighted,precision_weighted,recall_weighted,avg_peak_memory_gb,total_samples
2.1915485858917236,0.03478648549034482,454.92945327257195,0.00046425107731844873,0.7813440320962889,0.772760885418228,0.7652564752210582,0.7813440320962889,0.7838928207518563,997
