total_inference_time_s,avg_batch_time_s,samples_per_second,emissions_kg_co2,overall_precision,overall_recall,overall_f1,overall_accuracy,avg_peak_memory_gb,total_samples
1.2289774417877197,0.015556676478325567,1021.9878390712951,0.0033444729327420314,0.39371428571428574,0.46522619851451724,0.4264933457134014,0.7434143501673701,0.7949328663982923,1256
