total_inference_time_s,avg_batch_time_s,samples_per_second,emissions_kg_co2,overall_precision,overall_recall,overall_f1,overall_accuracy,avg_peak_memory_gb,total_samples
1.1358046531677246,0.014377274090730691,1105.8239605702038,0.0014336732383511733,0.8418635170603674,0.8663065496286293,0.8539101497504159,0.9369815165187018,0.7949328663982923,1256
